rank,trial,value,dataset.batch_size,model.activation,model.dropout,model.kernel_topology_names,optim.grad_clip,optim.lr,optim.patience,optim.use_scheduler,optim.weight_decay,duration_s
97,168,0.969466,16,relu,0.400884,"['grid', 'chain', 'horizontal', 'kings']",3.41245,8.36201e-06,6,False,3.23019e-06,174.5
98,169,0.969466,16,relu,0.0969336,"['grid', 'chain', 'horizontal', 'kings']",3.78617,0.000266913,91,True,3.93796e-07,179.4
99,187,0.969466,16,relu,0.0264117,"['grid', 'chain', 'horizontal', 'kings']",3.38811,0.000154586,21,False,2.63168e-06,55.4
100,198,0.969466,16,relu,0.615893,"['grid', 'chain', 'horizontal', 'kings']",4.71154,0.000452828,36,True,5.3015e-07,154.6
101,33,0.967557,16,relu,0.0463706,"['grid', 'chain', 'horizontal', 'ring']",4.96938,6.48654e-05,6,False,1.55567e-05,49.5
102,50,0.967557,64,gelu,0.32101,"['grid', 'chain', 'horizontal', 'vertical']",2.23551,0.000268511,16,True,1.81547e-06,39.3
103,52,0.967557,16,relu,0.663694,"['grid', 'chain', 'horizontal', 'kings']",3.94582,0.000138054,11,True,5.25765e-06,98.6
104,64,0.967557,16,relu,0.031687,"['grid', 'chain', 'horizontal', 'vertical']",3.05416,2.51324e-06,26,False,3.55551e-06,178.4
105,72,0.967557,16,relu,0.0583688,"['grid', 'chain', 'horizontal', 'vertical']",1.46706,3.88121e-06,16,False,3.11641e-06,186.0
106,98,0.967557,16,relu,0.597244,"['grid', 'chain', 'horizontal', 'kings']",5.23389,0.000142004,16,True,9.73412e-06,137.2
107,101,0.967557,16,relu,0.518936,"['grid', 'chain', 'horizontal', 'vertical']",1.8683,6.48271e-06,21,False,7.37766e-06,191.1
108,105,0.967557,16,relu,0.359158,"['grid', 'chain', 'horizontal', 'ring']",1.29819,1.38861e-05,16,False,2.10805e-05,177.3
109,108,0.967557,16,relu,0.00494041,"['grid', 'chain', 'horizontal', 'vertical']",2.01325,8.37534e-05,21,True,1.49426e-05,58.1
110,109,0.967557,16,relu,0.389456,"['grid', 'chain', 'horizontal', 'star']",3.37321,5.82993e-05,26,False,9.44718e-06,100.4
111,116,0.967557,16,relu,0.215539,"['grid', 'chain', 'horizontal', 'kings']",6.47601,2.50953e-05,6,False,7.2777e-07,80.1
112,121,0.967557,16,relu,0.168225,"['grid', 'chain', 'horizontal', 'vertical']",5.00601,2.07394e-05,16,False,1.14393e-05,133.3
113,140,0.967557,16,relu,0.0538462,"['grid', 'chain', 'horizontal', 'vertical']",2.15708,6.56349e-06,16,True,4.52351e-06,186.0
114,155,0.967557,16,relu,0.655404,"['grid', 'chain', 'horizontal', 'ring']",2.73995,2.21608e-05,11,False,6.26177e-06,140.5
115,157,0.967557,16,relu,0.513529,"['grid', 'chain', 'horizontal', 'vertical']",4.80344,1.41002e-05,16,True,5.24284e-06,176.9
116,170,0.967557,16,gelu,0.365281,"['grid', 'chain', 'horizontal', 'vertical']",2.94891,0.000129658,21,False,2.43704e-06,97.8
117,176,0.967557,64,relu,0.689297,"['grid', 'chain', 'horizontal', 'kings']",0.629266,4.70591e-05,31,True,8.7923e-07,99.0
118,27,0.965649,16,relu,0.148796,"['grid', 'chain', 'horizontal', 'star']",2.6004,6.54497e-06,11,False,3.08918e-07,154.2
119,55,0.965649,16,relu,0.492083,"['grid', 'chain', 'horizontal', 'star']",2.41945,1.42475e-05,61,False,1.79523e-06,179.4
120,56,0.965649,16,gelu,0.602428,"['grid', 'chain', 'horizontal', 'vertical']",3.66796,2.41063e-05,16,False,1.38811e-05,184.2
121,97,0.965649,16,relu,0.0483843,"['grid', 'chain', 'horizontal', 'vertical']",3.86448,0.000331867,11,False,0.000520929,34.4
122,107,0.965649,16,gelu,0.135687,"['grid', 'chain', 'horizontal', 'kings']",2.32657,0.000480161,11,False,1.50571e-06,34.5
123,130,0.965649,16,relu,0.337473,"['grid', 'chain', 'horizontal', 'vertical']",3.26865,5.40428e-06,31,True,1.53923e-06,182.9
124,132,0.965649,16,relu,0.285011,"['grid', 'chain', 'horizontal', 'kings']",1.8792,1.60132e-05,21,False,2.47977e-07,135.1
125,147,0.965649,64,gelu,0.016305,"['grid', 'chain', 'horizontal', 'kings']",2.99839,2.72698e-05,16,True,1.25335e-05,77.2
126,149,0.965649,16,relu,0.10599,"['grid', 'chain', 'horizontal', 'kings']",3.46508,9.21328e-05,26,True,8.80251e-06,72.3
127,158,0.965649,16,relu,0.377684,"['grid', 'chain', 'horizontal', 'kings']",2.20188,0.000382765,6,False,1.11169e-05,35.1
128,161,0.965649,16,relu,0.198556,"['grid', 'chain', 'horizontal', 'kings']",0.231709,5.3404e-05,11,True,4.09538e-06,50.2
129,166,0.965649,16,relu,0.669846,"['grid', 'chain', 'horizontal', 'star']",3.12318,1.6679e-05,16,True,6.8429e-07,173.1
