head,source,seed,val_acc,val_loss,test_acc,test_auc,test_f1
mlp2,analog_z_1k,4,0.8589743375778198,0.3984222114086151,0.8076923076923077,0.8258145363408521,0.705141129032258
mlp2,analog_z_1k,5,0.8461538553237915,0.40280625224113464,0.7948717948717948,0.8416875522138679,0.6925351071692535
mlp2,analog_z_1k,6,0.8589743375778198,0.40082094073295593,0.8076923076923077,0.8373015873015872,0.7117516629711751
mlp2,analog_z_1k,7,0.8589743375778198,0.42847755551338196,0.8012820512820513,0.8224728487886382,0.6841486512964535
mlp2,analog_z_1k,8,0.8717948794364929,0.3967680037021637,0.7884615384615384,0.8214285714285714,0.6863844045080719
mlp2,analog_z_1k,9,0.8461538553237915,0.4005851149559021,0.8076923076923077,0.8274853801169592,0.705141129032258
cnn_small,analog_z_1k,0,0.8717948794364929,0.37408289313316345,0.8076923076923077,0.8137009189640768,0.7179363548698168
cnn_small,analog_z_1k,1,0.9102563858032227,0.32457059621810913,0.8076923076923077,0.8038847117794485,0.7179363548698168
cnn_small,analog_z_1k,2,0.8974359035491943,0.34894829988479614,0.8461538461538461,0.843984962406015,0.7833333333333333
cnn_small,analog_z_1k,3,0.8846153616905212,0.3241588771343231,0.8397435897435898,0.8765664160401002,0.7881240832292062
cnn_small,analog_z_1k,4,0.8717948794364929,0.3307655155658722,0.8141025641025641,0.8429406850459482,0.7116083381143622
cnn_small,analog_z_1k,5,0.8589743375778198,0.30528268218040466,0.8525641025641025,0.8563074352548037,0.790310326690433
cnn_small,analog_z_1k,6,0.9102563858032227,0.36390823125839233,0.8076923076923077,0.8406432748538012,0.6904761904761905
cnn_small,analog_z_1k,7,0.8974359035491943,0.30135706067085266,0.8525641025641025,0.8621553884711779,0.7814194334450197
cnn_small,analog_z_1k,8,0.8461538553237915,0.35232454538345337,0.8269230769230769,0.8711361737677528,0.7711740098875428
cnn_small,analog_z_1k,9,0.8846153616905212,0.30670735239982605,0.8012820512820513,0.8859649122807018,0.7228176763913567
cnn_large,analog_z_1k,0,0.8974359035491943,0.27591773867607117,0.8589743589743589,0.8916040100250627,0.8208020050125313
cnn_large,analog_z_1k,1,0.8846153616905212,0.3472479283809662,0.8461538461538461,0.8715538847117794,0.787417669770611
cnn_large,analog_z_1k,2,0.9102563858032227,0.32136863470077515,0.8525641025641025,0.8690476190476191,0.8017131804365847
cnn_large,analog_z_1k,3,0.9102563858032227,0.28575441241264343,0.8782051282051282,0.8955722639933167,0.836197844708483
cnn_large,analog_z_1k,4,0.8589743375778198,0.34431084990501404,0.8397435897435898,0.8682121971595657,0.797875097175434
cnn_large,analog_z_1k,5,0.8974359035491943,0.26285916566848755,0.8461538461538461,0.8590225563909775,0.7948717948717949
cnn_large,analog_z_1k,6,0.8717948794364929,0.3232499361038208,0.8653846153846154,0.8807435254803676,0.8156962025316455
cnn_large,analog_z_1k,7,0.8717948794364929,0.3622417747974396,0.8269230769230769,0.8324979114452798,0.7178267568834997
cnn_large,analog_z_1k,8,0.8974359035491943,0.30743977427482605,0.8589743589743589,0.8343776106934002,0.8086529884032114
cnn_large,analog_z_1k,9,0.8974359035491943,0.2895331382751465,0.8333333333333334,0.8840852130325815,0.7605667060212515
linear,digital_zz_4k,0,0.8461538553237915,0.4763616919517517,0.7628205128205128,0.8425229741019216,0.7291539580498334
