rank,trial,value,dataset.batch_size,model.activation,model.dropout,optim.grad_clip,optim.lr,optim.patience,optim.use_scheduler,optim.weight_decay,duration_s
190,7,0.914122,32,gelu,0.083716,7.29606,5.91942e-07,70,True,4.22587e-07,117.2
191,76,0.891221,64,gelu,0.621601,7.22695,0.000186726,90,False,1.02977e-07,114.5
192,22,0.866412,64,gelu,0.479882,3.79305,0.000709112,20,False,5.04581e-08,62.1
193,86,0.830153,16,gelu,0.596806,6.84359,2.65409e-07,75,True,2.86049e-06,178.3
194,12,0.820611,64,gelu,0.241986,0.0861574,8.30482e-05,10,False,2.41213e-06,65.4
195,26,0.788168,64,gelu,0.693206,1.05547,8.01624e-05,20,False,7.20749e-07,89.8
196,6,0.778626,16,gelu,0.250926,7.06857,1.07515e-08,75,True,0.000119483,181.1
197,9,0.770992,32,relu,0.443383,2.89751,2.01332e-07,25,True,2.42605e-08,119.6
198,36,0.767176,16,gelu,0.601821,2.45347,1.49779e-08,15,False,1.12987e-07,178.9
199,50,0.753817,32,relu,0.414017,6.14331,7.85392e-08,95,False,1.00737e-05,120.6
200,149,0.746183,32,gelu,0.252559,1.55856,6.6059e-08,75,True,2.94431e-06,152.8
