head,source,seed,val_acc,val_loss,test_acc,test_auc,test_f1
cnn_small,rff_45,2,0.9230769276618958,0.2758391499519348,0.8397435897435898,0.890142021720969,0.7764658680575457
cnn_small,rff_45,3,0.9230769276618958,0.28905388712882996,0.8397435897435898,0.8922305764411028,0.7805907172995781
cnn_small,rff_45,4,0.9358974099159241,0.30607202649116516,0.8461538461538461,0.8815789473684211,0.787417669770611
cnn_small,rff_45,5,0.9230769276618958,0.27047574520111084,0.8653846153846154,0.8893065998329156,0.8220242299125333
cnn_small,rff_45,6,0.8717948794364929,0.3226068317890167,0.8525641025641025,0.8627819548872181,0.8017131804365847
cnn_small,rff_45,7,0.9487179517745972,0.2651907503604889,0.8461538461538461,0.9081035923141185,0.7912578055307762
cnn_small,rff_45,8,0.9358974099159241,0.26396921277046204,0.8397435897435898,0.8949456975772766,0.7805907172995781
cnn_small,rff_45,9,0.8589743375778198,0.2599136233329773,0.8717948717948718,0.9051796157059316,0.8318965517241379
cnn_large,rff_45,0,0.9358974099159241,0.2605679929256439,0.8333333333333334,0.9020467836257309,0.794237012987013
cnn_large,rff_45,1,0.9615384340286255,0.2617996335029602,0.8525641025641025,0.9030910609857978,0.7981434599156119
cnn_large,rff_45,2,0.9358974099159241,0.2803345024585724,0.8717948717948718,0.9110275689223057,0.8370927318295739
cnn_large,rff_45,3,0.9358974099159241,0.2826811373233795,0.8782051282051282,0.9081035923141186,0.836197844708483
cnn_large,rff_45,4,0.9615384340286255,0.24542151391506195,0.8589743589743589,0.9189640768588138,0.811965811965812
cnn_large,rff_45,5,0.8974359035491943,0.30291667580604553,0.8910256410256411,0.8947368421052632,0.8418321703345858
cnn_large,rff_45,6,0.9358974099159241,0.2686881124973297,0.8653846153846154,0.8966165413533835,0.8249158249158248
cnn_large,rff_45,7,0.9102563858032227,0.2695009410381317,0.8525641025641025,0.9001670843776106,0.8050741565708698
cnn_large,rff_45,8,0.8846153616905212,0.28547847270965576,0.8782051282051282,0.900375939849624,0.8415905082571749
cnn_large,rff_45,9,0.9230769276618958,0.27676138281822205,0.8525641025641025,0.8976608187134504,0.7981434599156119
linear,rff_180,0,0.8846153616905212,0.4076918065547943,0.8141025641025641,0.8258145363408521,0.7116083381143622
linear,rff_180,1,0.8717948794364929,0.4077922999858856,0.8141025641025641,0.824561403508772,0.7116083381143622
linear,rff_180,2,0.8717948794364929,0.4103052318096161,0.8141025641025641,0.8235171261487051,0.7182186234817813
linear,rff_180,3,0.8717948794364929,0.4109147787094116,0.8141025641025641,0.8239348370927319,0.7182186234817813
linear,rff_180,4,0.8589743375778198,0.4089912176132202,0.8141025641025641,0.8253968253968255,0.7116083381143622
linear,rff_180,5,0.8846153616905212,0.40565961599349976,0.8141025641025641,0.8279030910609857,0.7116083381143622
linear,rff_180,6,0.8717948794364929,0.40790390968322754,0.8141025641025641,0.8258145363408522,0.7116083381143622
linear,rff_180,7,0.8717948794364929,0.4103557765483856,0.8141025641025641,0.8264411027568923,0.7182186234817813
linear,rff_180,8,0.8589743375778198,0.41116875410079956,0.8141025641025641,0.8243525480367586,0.7116083381143622
linear,rff_180,9,0.8717948794364929,0.40712928771972656,0.8076923076923077,0.8253968253968254,0.705141129032258
mlp1,rff_180,0,0.8846153616905212,0.40162065625190735,0.8205128205128205,0.8297827903091061,0.7247983870967742
mlp1,rff_180,1,0.8846153616905212,0.391971230506897,0.8205128205128205,0.8283208020050125,0.7247983870967742
mlp1,rff_180,2,0.8461538553237915,0.42975229024887085,0.8269230769230769,0.8343776106934002,0.7376518218623482
mlp1,rff_180,3,0.8589743375778198,0.43822669982910156,0.8076923076923077,0.8276942355889725,0.6980645161290322
mlp1,rff_180,4,0.8589743375778198,0.4398466646671295,0.8012820512820513,0.8310359231411864,0.6841486512964535
mlp1,rff_180,5,0.8846153616905212,0.3975057005882263,0.8205128205128205,0.8237259816207185,0.7247983870967742
mlp1,rff_180,6,0.8589743375778198,0.435873419046402,0.8076923076923077,0.8285296574770259,0.6980645161290322
mlp1,rff_180,7,0.8589743375778198,0.43744850158691406,0.7884615384615384,0.8335421888053466,0.6551215917464996
mlp1,rff_180,8,0.8461538553237915,0.4502248167991638,0.782051282051282,0.8233082706766918,0.6399674178658702
mlp1,rff_180,9,0.8461538553237915,0.4383299946784973,0.782051282051282,0.8339598997493733,0.6399674178658702
mlp2,rff_180,0,0.8974359035491943,0.365021675825119,0.8333333333333334,0.8406432748538013,0.7555448408871746
mlp2,rff_180,1,0.8717948794364929,0.3724595904350281,0.8333333333333334,0.8402255639097744,0.7605667060212515
mlp2,rff_180,2,0.8846153616905212,0.372671902179718,0.8333333333333334,0.837092731829574,0.7555448408871746
mlp2,rff_180,3,0.8717948794364929,0.3861471712589264,0.8333333333333334,0.8358395989974938,0.7555448408871746
mlp2,rff_180,4,0.8846153616905212,0.3731310963630676,0.8333333333333334,0.8343776106934,0.7555448408871746
mlp2,rff_180,5,0.8846153616905212,0.3609093427658081,0.8141025641025641,0.8387635756056809,0.7116083381143622
mlp2,rff_180,6,0.8846153616905212,0.36990371346473694,0.8205128205128205,0.8358395989974938,0.7367405978784957
mlp2,rff_180,7,0.8846153616905212,0.36546778678894043,0.8205128205128205,0.8398078529657478,0.7367405978784957
mlp2,rff_180,8,0.8974359035491943,0.3721766471862793,0.8205128205128205,0.8421052631578947,0.7367405978784957
mlp2,rff_180,9,0.8974359035491943,0.37283754348754883,0.8333333333333334,0.8441938178780284,0.7501847745750185
cnn_small,rff_180,0,0.8846153616905212,0.2781338691711426,0.8461538461538461,0.8784461152882206,0.7912578055307762
cnn_small,rff_180,1,0.9487179517745972,0.25272369384765625,0.8461538461538461,0.9035087719298245,0.787417669770611
cnn_small,rff_180,2,0.8846153616905212,0.28763338923454285,0.8525641025641025,0.8845029239766082,0.794348598612942
cnn_small,rff_180,3,0.8974359035491943,0.3278149962425232,0.8653846153846154,0.8899331662489558,0.8276424475193349
cnn_small,rff_180,4,0.8974359035491943,0.272207647562027,0.8397435897435898,0.8705096073517125,0.7805907172995781
